timestamp_hour,prev_pip,previous 9 number,prev 8 pip change,prev9 prices,pips_output
19,2,"[5, 7, 9, 7, 5, 3, 5, 7, 5]","[0, -1, 1, 0, 1, -1, 0, 0]","[1.14915, 1.1491, 1.14905, 1.1491, 1.14915, 1.1492, 1.14915, 1.1491, 1.14915]",-3
19,-3,"[5, 9, 5, 9, 9, 9, 5, 7, 5]","[-1, 1, -1, 0, 0, 1, 0, 0]","[1.1486, 1.14855, 1.1486, 1.14855, 1.1485, 1.14855, 1.1486, 1.14865, 1.1486]",-3
19,-4,"[5, 9, 9, 9, 5, 7, 5, 7, 5]","[-1, 0, 0, 1, 0, 0, 0, 0]","[1.1486, 1.14855, 1.1485, 1.14855, 1.1486, 1.14865, 1.1486, 1.14865, 1.1486]",-2
19,4,"[3, 3, 7, 5, 9, 9, 5, 7, 5]","[0, -1, 0, -1, 0, 1, 0, 0]","[1.1487, 1.14875, 1.14865, 1.1486, 1.1485, 1.14855, 1.1486, 1.14865, 1.1486]",-1
19,-5,"[5, 3, 7, 3, 5, 7, 5, 7, 5]","[-1, 0, 0, 0, 0, 0, 0, 0]","[1.14815, 1.1481, 1.14805, 1.1481, 1.148, 1.14805, 1.148, 1.14805, 1.148]",1
19,-2,"[8, 5, 3, 5, 3, 7, 5, 7, 5]","[-1, -1, 1, -1, 0, 0, 0, 0]","[1.1482, 1.14815, 1.1481, 1.14815, 1.1481, 1.14805, 1.148, 1.14805, 1.148]",2
19,-1,"[3, 7, 5, 6, 5, 3, 5, 7, 5]","[0, 0, -1, 1, 0, 1, -1, 0]","[1.1481, 1.14805, 1.148, 1.14795, 1.148, 1.1481, 1.14815, 1.14805, 1.148]",1
19,2,"[6, 6, 6, 5, 6, 7, 5, 7, 5]","[0, 0, 1, -1, 1, 0, 0, 0]","[1.14795, 1.1479, 1.14795, 1.148, 1.14795, 1.14805, 1.148, 1.14805, 1.148]",0
19,3,"[8, 8, 8, 6, 8, 6, 5, 7, 5]","[0, 0, 1, -1, 1, 1, 0, 0]","[1.1478, 1.14785, 1.1478, 1.1479, 1.1478, 1.1479, 1.148, 1.14805, 1.148]",-1
19,2,"[8, 6, 8, 6, 5, 7, 5, 7, 5]","[1, -1, 1, 1, 0, 0, 0, 0]","[1.1478, 1.1479, 1.1478, 1.1479, 1.148, 1.14805, 1.148, 1.14805, 1.148]",0
19,1,"[6, 6, 6, 8, 6, 6, 5, 7, 5]","[0, 0, -1, 1, 0, 1, 0, 0]","[1.1479, 1.14795, 1.1479, 1.14785, 1.1479, 1.14795, 1.148, 1.14805, 1.148]",1
19,-1,"[5, 3, 8, 5, 3, 7, 5, 7, 5]","[-1, 2, -1, -1, 0, 0, 0, 0]","[1.14815, 1.1481, 1.1482, 1.14815, 1.1481, 1.14805, 1.148, 1.14805, 1.148]",3
19,-3,"[9, 5, 9, 5, 7, 3, 5, 7, 5]","[1, -1, 1, 0, 1, -1, 0, 0]","[1.14645, 1.1465, 1.14645, 1.1465, 1.14655, 1.1466, 1.1465, 1.14655, 1.1465]",3
19,-3,"[7, 4, 7, 9, 5, 9, 5, 7, 5]","[-1, 1, 0, 1, -1, 1, 0, 0]","[1.1464, 1.14635, 1.1464, 1.14645, 1.1465, 1.14645, 1.1465, 1.14655, 1.1465]",1
19,-1,"[5, 9, 5, 7, 3, 7, 5, 7, 5]","[-1, 1, 0, 1, -1, 0, 0, 0]","[1.1465, 1.14645, 1.1465, 1.14655, 1.1466, 1.14655, 1.1465, 1.14655, 1.1465]",2
19,-1,"[3, 7, 5, 7, 5, 9, 5, 7, 5]","[-1, 0, 0, 0, -1, 1, 0, 0]","[1.1466, 1.14655, 1.1465, 1.14655, 1.1465, 1.14645, 1.1465, 1.14655, 1.1465]",4
19,-2,"[8, 7, 3, 7, 3, 7, 5, 7, 5]","[-2, 0, 0, 0, 0, 0, 0, 0]","[1.1482, 1.14805, 1.1481, 1.14805, 1.1481, 1.14805, 1.148, 1.14805, 1.148]",-1
19,-1,"[6, 8, 6, 8, 6, 6, 5, 7, 5]","[-1, 1, -1, 1, 0, 1, 0, 0]","[1.1479, 1.14785, 1.1479, 1.14785, 1.1479, 1.14795, 1.148, 1.14805, 1.148]",-2
19,1,"[9, 7, 5, 9, 5, 9, 5, 7, 5]","[0, 1, -1, 1, -1, 1, 0, 0]","[1.14645, 1.1464, 1.1465, 1.14645, 1.1465, 1.14645, 1.1465, 1.14655, 1.1465]",-2
20,1,"[5, 9, 7, 9, 5, 9, 5, 7, 5]","[-1, 0, 0, 1, -1, 1, 0, 0]","[1.1465, 1.14645, 1.1464, 1.14645, 1.1465, 1.14645, 1.1465, 1.14655, 1.1465]",-3
9,1,"[4, 9, 4, 2, 5, 2, 5, 7, 5]","[1, -1, 1, 1, -1, 1, 0, 0]","[1.1516, 1.1517, 1.15165, 1.15175, 1.1518, 1.15175, 1.1518, 1.15185, 1.1518]",0
9,5,"[3, 7, 3, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 0, 0, 0, 0, 0]","[1.1545, 1.15445, 1.1545, 1.15445, 1.1544, 1.15445, 1.1544, 1.15445, 1.1544]",-59
9,5,"[5, 9, 5, 9, 5, 9, 5, 7, 5]","[-1, 1, -1, 1, -1, 1, 0, 0]","[1.1544, 1.15435, 1.1544, 1.15435, 1.1544, 1.15435, 1.1544, 1.15445, 1.1544]",2
9,5,"[5, 9, 5, 9, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, 0, 0, 0, 0]","[1.1544, 1.15435, 1.1544, 1.15435, 1.1544, 1.15445, 1.1544, 1.15445, 1.1544]",2
9,5,"[5, 9, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, 0, 0, 0, 0, 0, 0]","[1.1544, 1.15435, 1.1544, 1.15445, 1.1544, 1.15445, 1.1544, 1.15445, 1.1544]",2
9,1,"[9, 7, 5, 7, 5, 7, 5, 7, 5]","[1, 0, 0, 0, 0, 0, 0, 0]","[1.15545, 1.1555, 1.15555, 1.1555, 1.15555, 1.1555, 1.15555, 1.1555, 1.15555]",1
9,1,"[1, 7, 5, 7, 5, 7, 5, 7, 5]","[-92, 1, -1, 1, -1, 1, -1, 1]","[1.16575, 1.15655, 1.1566, 1.15655, 1.1566, 1.15655, 1.1566, 1.15655, 1.1566]",1
10,1,"[5, 4, 5, 4, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, 0, 0, 0, 0]","[1.157, 1.15695, 1.157, 1.15695, 1.157, 1.15705, 1.157, 1.15705, 1.157]",-1
12,-1,"[5, 7, 5, 3, 5, 7, 5, 7, 5]","[0, 0, 1, -1, 0, 0, 0, 0]","[1.15555, 1.1555, 1.15555, 1.1556, 1.15555, 1.1555, 1.15555, 1.1555, 1.15555]",0
12,-3,"[3, 3, 3, 7, 3, 7, 5, 7, 5]","[0, 0, -1, 1, -1, 0, 0, 0]","[1.1545, 1.15455, 1.1545, 1.15445, 1.1545, 1.15445, 1.1544, 1.15445, 1.1544]",1
13,-1,"[2, 4, 9, 9, 5, 7, 5, 7, 5]","[1, 1, 0, 1, 0, 0, 0, 0]","[1.1542, 1.15425, 1.1543, 1.15435, 1.1544, 1.15445, 1.1544, 1.15445, 1.1544]",-1
15,-1,"[7, 9, 5, 7, 5, 9, 5, 7, 5]","[0, 1, 0, 0, -1, 1, 0, 0]","[1.1528, 1.15285, 1.1529, 1.15295, 1.1529, 1.15285, 1.1529, 1.15295, 1.1529]",1
15,1,"[5, 9, 5, 9, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, 0, 0, 0, 0]","[1.1529, 1.15285, 1.1529, 1.15285, 1.1529, 1.15295, 1.1529, 1.15295, 1.1529]",0
16,-1,"[8, 3, 1, 3, 1, 7, 5, 7, 5]","[-1, 0, 0, 0, -1, 0, 0, 0]","[1.1499, 1.14985, 1.1498, 1.14985, 1.1498, 1.14975, 1.1497, 1.14975, 1.1497]",0
17,-1,"[3, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 0, 0, 0, 0, 0, 0, 0]","[1.1519, 1.15185, 1.1518, 1.15185, 1.1518, 1.15185, 1.1518, 1.15185, 1.1518]",1
17,-1,"[9, 9, 9, 9, 5, 9, 5, 7, 5]","[0, 0, 0, 1, -1, 1, 0, 0]","[1.1543, 1.15435, 1.1543, 1.15435, 1.1544, 1.15435, 1.1544, 1.15445, 1.1544]",2
19,1,"[6, 4, 5, 7, 5, 7, 5, 7, 5]","[0, 1, 0, 0, 0, 0, 0, 0]","[1.1569, 1.15695, 1.157, 1.15705, 1.157, 1.15705, 1.157, 1.15705, 1.157]",0
19,1,"[3, 5, 7, 5, 7, 9, 5, 7, 5]","[-1, 0, 0, 0, -1, 1, 0, 0]","[1.1556, 1.15555, 1.1555, 1.15555, 1.1555, 1.15545, 1.15555, 1.1555, 1.15555]",2
9,-2,"[1, 5, 3, 7, 3, 7, 5, 7, 5]","[-1, 0, -1, 1, -1, 0, 0, 0]","[1.1514, 1.15135, 1.1513, 1.15125, 1.1513, 1.15125, 1.1512, 1.15125, 1.1512]",0
9,-1,"[9, 2, 5, 7, 5, 7, 5, 7, 5]","[0, 1, 0, 0, 0, 0, 0, 0]","[1.1517, 1.15175, 1.1518, 1.15185, 1.1518, 1.15185, 1.1518, 1.15185, 1.1518]",0
13,-1,"[1, 7, 1, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 0, 0, 0, 0, 0]","[1.1498, 1.14975, 1.1498, 1.14975, 1.1497, 1.14975, 1.1497, 1.14975, 1.1497]",-1
13,2,"[4, 2, 6, 4, 7, 9, 5, 7, 5]","[0, -1, 1, 1, 0, 1, 0, 0]","[1.14955, 1.1495, 1.14945, 1.14955, 1.1496, 1.14965, 1.1497, 1.14975, 1.1497]",0
14,-4,"[8, 3, 1, 3, 1, 7, 5, 7, 5]","[-1, 0, 0, 0, -1, 0, 0, 0]","[1.1499, 1.14985, 1.1498, 1.14985, 1.1498, 1.14975, 1.1497, 1.14975, 1.1497]",1
14,1,"[5, 3, 5, 7, 5, 7, 5, 7, 5]","[1, -1, 0, 0, 0, 0, 0, 0]","[1.14915, 1.1492, 1.14915, 1.1491, 1.14915, 1.1491, 1.14915, 1.1491, 1.14915]",0
14,-3,"[7, 3, 7, 3, 3, 7, 5, 7, 5]","[1, -1, 1, 0, -1, 0, 0, 0]","[1.14865, 1.1487, 1.14865, 1.1487, 1.14875, 1.14865, 1.1486, 1.14865, 1.1486]",1
15,-2,"[5, 7, 3, 7, 5, 9, 5, 7, 5]","[0, 1, -1, 0, -1, 1, 0, 0]","[1.1486, 1.14865, 1.1487, 1.14865, 1.1486, 1.14855, 1.1486, 1.14865, 1.1486]",1
16,2,"[9, 9, 9, 9, 9, 7, 5, 7, 5]","[0, 0, 0, 0, 1, 0, 0, 0]","[1.14905, 1.149, 1.14905, 1.149, 1.14905, 1.1491, 1.14915, 1.1491, 1.14915]",-2
16,2,"[7, 4, 7, 4, 7, 9, 5, 7, 5]","[-1, 1, -1, 1, 0, 1, 0, 0]","[1.1496, 1.14955, 1.1496, 1.14955, 1.1496, 1.14965, 1.1497, 1.14975, 1.1497]",-1
16,-1,"[7, 4, 7, 9, 5, 7, 5, 7, 5]","[-1, 1, 0, 1, 0, 0, 0, 0]","[1.1496, 1.14955, 1.1496, 1.14965, 1.1497, 1.14975, 1.1497, 1.14975, 1.1497]",-2
16,-1,"[3, 7, 3, 7, 3, 7, 5, 7, 5]","[-1, 1, -1, 1, -1, 0, 0, 0]","[1.1487, 1.14865, 1.1487, 1.14865, 1.1487, 1.14865, 1.1486, 1.14865, 1.1486]",-1
18,-2,"[8, 1, 1, 3, 3, 7, 5, 7, 5]","[-1, 0, -1, 0, -1, 0, 0, 0]","[1.1468, 1.14675, 1.1467, 1.14665, 1.1466, 1.14655, 1.1465, 1.14655, 1.1465]",-2
19,-1,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 1, -1, 0, 0, 0]","[1.1454, 1.14545, 1.1454, 1.14545, 1.1455, 1.14545, 1.1454, 1.14545, 1.1454]",1
19,-1,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, -1, 0, 0, 1]","[1.1455, 1.14545, 1.1455, 1.14545, 1.1455, 1.14545, 1.1454, 1.14545, 1.1455]",-2
13,4,"[4, 7, 4, 7, 4, 7, 5, 7, 5]","[1, -1, 1, -1, 1, 1, 0, 0]","[1.14955, 1.1496, 1.14955, 1.1496, 1.14955, 1.1496, 1.1497, 1.14975, 1.1497]",-1
14,-1,"[7, 5, 7, 4, 9, 4, 5, 7, 5]","[0, 0, -1, 0, 0, 1, 0, 0]","[1.15125, 1.1512, 1.15125, 1.15115, 1.1511, 1.15115, 1.1512, 1.15125, 1.1512]",0
15,-1,"[9, 4, 9, 5, 7, 4, 5, 7, 5]","[0, 0, 1, 0, -1, 1, 0, 0]","[1.1511, 1.15115, 1.1511, 1.1512, 1.15125, 1.15115, 1.1512, 1.15125, 1.1512]",1
16,-1,"[9, 5, 7, 1, 7, 1, 5, 7, 5]","[1, 0, 1, -1, 1, -1, 0, 0]","[1.14965, 1.1497, 1.14975, 1.1498, 1.14975, 1.1498, 1.1497, 1.14975, 1.1497]",0
17,-1,"[5, 9, 5, 9, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, 0, 1, -1, 1]","[1.1454, 1.14535, 1.1454, 1.14535, 1.1454, 1.14545, 1.1455, 1.14545, 1.1455]",0
17,-1,"[7, 5, 7, 5, 5, 7, 5, 7, 5]","[0, 0, 1, -1, 0, 1, -1, 1]","[1.14545, 1.1454, 1.14545, 1.1455, 1.1454, 1.14545, 1.1455, 1.14545, 1.1455]",0
17,-2,"[5, 5, 1, 5, 5, 5, 5, 7, 5]","[0, 1, -1, 0, 0, 0, -1, 1]","[1.1444, 1.14445, 1.1445, 1.14445, 1.1444, 1.14445, 1.1444, 1.14435, 1.1444]",2
10,1,"[5, 6, 5, 6, 5, 6, 5, 7, 5]","[-1, 1, -1, 1, -1, 1, 0, 0]","[1.148, 1.14795, 1.148, 1.14795, 1.148, 1.14795, 1.148, 1.14805, 1.148]",0
10,-1,"[3, 5, 3, 7, 5, 7, 5, 7, 5]","[1, -1, 0, 0, 0, 0, 0, 0]","[1.1481, 1.14815, 1.1481, 1.14805, 1.148, 1.14805, 1.148, 1.14805, 1.148]",0
10,-1,"[5, 6, 6, 6, 5, 7, 5, 7, 5]","[-1, 0, 0, 1, 0, 0, 0, 0]","[1.148, 1.14795, 1.1479, 1.14795, 1.148, 1.14805, 1.148, 1.14805, 1.148]",-1
12,-2,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 0, 0, 1, -1, 0]","[1.1454, 1.14545, 1.1454, 1.14545, 1.1454, 1.14545, 1.1455, 1.14545, 1.1454]",1
13,3,"[5, 9, 5, 9, 9, 9, 5, 7, 5]","[-1, 1, -1, 0, 0, 1, 0, 1]","[1.1454, 1.14535, 1.1454, 1.14535, 1.1453, 1.14535, 1.1454, 1.14545, 1.1455]",0
13,-2,"[1, 3, 5, 3, 5, 7, 5, 7, 5]","[-1, 0, 0, 0, -1, 0, 0, 0]","[1.1456, 1.14555, 1.1455, 1.14555, 1.1455, 1.14545, 1.1454, 1.14545, 1.1454]",-1
13,1,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 1, -1, 1, -1, 0]","[1.1454, 1.14545, 1.1454, 1.14545, 1.1455, 1.14545, 1.1455, 1.14545, 1.1454]",1
13,1,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 0, 0, 1, -1, 1]","[1.1455, 1.14545, 1.1455, 1.14545, 1.1454, 1.14545, 1.1455, 1.14545, 1.1455]",0
13,1,"[5, 7, 5, 7, 5, 9, 5, 7, 5]","[-1, 1, -1, 0, -1, 1, 0, 1]","[1.1455, 1.14545, 1.1455, 1.14545, 1.1454, 1.14535, 1.1454, 1.14545, 1.1455]",0
14,2,"[9, 9, 9, 7, 9, 7, 5, 7, 5]","[0, 0, 1, -1, 1, 0, 0, 0]","[1.14905, 1.149, 1.14905, 1.1491, 1.14905, 1.1491, 1.14915, 1.1491, 1.14915]",1
14,3,"[7, 9, 7, 4, 7, 9, 5, 7, 5]","[0, 0, -1, 1, 0, 1, 0, 0]","[1.1496, 1.14965, 1.1496, 1.14955, 1.1496, 1.14965, 1.1497, 1.14975, 1.1497]",1
14,1,"[5, 7, 5, 7, 5, 9, 5, 7, 5]","[27, 0, 0, 0, -1, 1, 0, 0]","[1.14705, 1.14975, 1.1497, 1.14975, 1.1497, 1.14965, 1.1497, 1.14975, 1.1497]",1
14,1,"[5, 9, 5, 9, 5, 9, 5, 7, 5]","[-1, 1, -1, 1, -1, 1, 0, 0]","[1.1497, 1.14965, 1.1497, 1.14965, 1.1497, 1.14965, 1.1497, 1.14975, 1.1497]",1
14,1,"[7, 5, 1, 7, 1, 7, 5, 7, 5]","[0, 1, -1, 1, -1, 0, 0, 0]","[1.14975, 1.1497, 1.1498, 1.14975, 1.1498, 1.14975, 1.1497, 1.14975, 1.1497]",-1
14,7,"[5, 7, 3, 7, 3, 7, 5, 7, 5]","[0, 1, -1, 1, -1, 0, 0, 0]","[1.1512, 1.15125, 1.1513, 1.15125, 1.1513, 1.15125, 1.1512, 1.15125, 1.1512]",-1
15,-4,"[1, 5, 1, 5, 3, 7, 5, 7, 5]","[-1, 1, -1, 0, -1, 0, 0, 0]","[1.1514, 1.15135, 1.1514, 1.15135, 1.1513, 1.15125, 1.1512, 1.15125, 1.1512]",-2
15,-2,"[2, 4, 2, 4, 9, 4, 5, 7, 5]","[0, 0, 0, 1, 0, 1, 0, 0]","[1.151, 1.15105, 1.151, 1.15105, 1.1511, 1.15115, 1.1512, 1.15125, 1.1512]",-4
15,-1,"[9, 4, 9, 4, 4, 4, 5, 7, 5]","[0, 0, 0, -1, 1, 1, 0, 0]","[1.1511, 1.15115, 1.1511, 1.15115, 1.15105, 1.15115, 1.1512, 1.15125, 1.1512]",-4
15,-2,"[7, 4, 5, 4, 7, 3, 5, 7, 5]","[-1, 1, -1, 1, 1, 0, -1, 0]","[1.15125, 1.15115, 1.1512, 1.15115, 1.15125, 1.1513, 1.15135, 1.15125, 1.1512]",-4
15,-1,"[1, 7, 1, 7, 1, 7, 5, 7, 5]","[-1, 1, -1, 1, -1, 0, 0, 0]","[1.1498, 1.14975, 1.1498, 1.14975, 1.1498, 1.14975, 1.1497, 1.14975, 1.1497]",-1
15,-1,"[3, 3, 3, 3, 5, 7, 5, 7, 5]","[0, 0, 0, -1, 0, 0, 0, 0]","[1.14925, 1.1492, 1.14925, 1.1492, 1.14915, 1.1491, 1.14915, 1.1491, 1.14915]",0
15,-1,"[3, 7, 3, 5, 3, 7, 5, 7, 5]","[0, 0, 1, -1, 0, 0, 0, 0]","[1.1481, 1.14805, 1.1481, 1.14815, 1.1481, 1.14805, 1.148, 1.14805, 1.148]",-1
17,-2,"[7, 5, 9, 5, 3, 7, 5, 7, 5]","[0, -1, 1, 1, -1, 0, 0, 0]","[1.15235, 1.1523, 1.15225, 1.1523, 1.1524, 1.15235, 1.1523, 1.15235, 1.1523]",2
8,-2,"[6, 7, 6, 7, 6, 7, 5, 7, 5]","[-1, 1, -1, 1, -1, 0, 0, 0]","[1.153, 1.15295, 1.153, 1.15295, 1.153, 1.15295, 1.1529, 1.15295, 1.1529]",0
9,-3,"[9, 4, 9, 4, 9, 4, 5, 7, 5]","[-1, 1, -1, 1, 0, 1, 0, 0]","[1.1511, 1.15105, 1.1511, 1.15105, 1.1511, 1.15115, 1.1512, 1.15125, 1.1512]",-2
9,2,"[5, 3, 7, 5, 9, 7, 5, 7, 5]","[0, -1, 0, -1, -1, 2, 0, 0]","[1.15245, 1.1524, 1.15235, 1.1523, 1.15225, 1.1522, 1.1523, 1.15235, 1.1523]",-2
9,2,"[6, 2, 4, 7, 4, 9, 5, 7, 5]","[0, 1, 0, 0, 1, 1, 0, 0]","[1.15205, 1.1521, 1.15215, 1.1522, 1.15215, 1.15225, 1.1523, 1.15235, 1.1523]",1
10,3,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 0, 0, 0, 0, 0]","[1.1544, 1.15445, 1.1544, 1.15445, 1.1544, 1.15445, 1.1544, 1.15445, 1.1544]",0
11,-1,"[3, 3, 3, 3, 3, 7, 5, 7, 5]","[0, 0, 0, 0, -1, 0, 0, 0]","[1.1545, 1.15455, 1.1545, 1.15455, 1.1545, 1.15445, 1.1544, 1.15445, 1.1544]",1
12,1,"[7, 9, 7, 9, 7, 9, 5, 7, 5]","[1, -1, 1, -1, 1, 1, 0, 0]","[1.1522, 1.15225, 1.1522, 1.15225, 1.1522, 1.15225, 1.1523, 1.15235, 1.1523]",2
13,-3,"[3, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 0, 0, 0, 0, 0, 0, 0]","[1.1524, 1.15235, 1.1523, 1.15235, 1.1523, 1.15235, 1.1523, 1.15235, 1.1523]",1
15,6,"[4, 4, 4, 4, 9, 2, 5, 7, 5]","[0, 0, 0, 1, 0, 1, 0, 0]","[1.1516, 1.15165, 1.1516, 1.15165, 1.1517, 1.15175, 1.1518, 1.15185, 1.1518]",-1
12,-1,"[3, 7, 3, 7, 3, 7, 5, 7, 5]","[-1, 1, -1, 1, -1, 0, 0, 0]","[1.1519, 1.15185, 1.1519, 1.15185, 1.1519, 1.15185, 1.1518, 1.15185, 1.1518]",-1
15,6,"[5, 2, 9, 2, 5, 7, 5, 7, 5]","[-1, 0, 0, 1, 0, 0, 0, 0]","[1.1518, 1.15175, 1.1517, 1.15175, 1.1518, 1.15185, 1.1518, 1.15185, 1.1518]",1
15,4,"[7, 4, 7, 9, 5, 9, 5, 7, 5]","[0, 0, 1, 1, -1, 1, 0, 0]","[1.1522, 1.15215, 1.1522, 1.15225, 1.1523, 1.15225, 1.1523, 1.15235, 1.1523]",-1
15,2,"[7, 9, 5, 9, 5, 7, 5, 7, 5]","[1, 1, -1, 1, 0, 0, 0, 0]","[1.1522, 1.15225, 1.1523, 1.15225, 1.1523, 1.15235, 1.1523, 1.15235, 1.1523]",0
15,-3,"[5, 4, 5, 7, 3, 7, 5, 7, 5]","[-1, 1, 0, 1, -1, 0, 0, 0]","[1.1512, 1.15115, 1.1512, 1.15125, 1.1513, 1.15125, 1.1512, 1.15125, 1.1512]",0
16,2,"[2, 4, 2, 4, 9, 4, 5, 7, 5]","[0, 0, 0, 1, 0, 1, 0, 0]","[1.151, 1.15105, 1.151, 1.15105, 1.1511, 1.15115, 1.1512, 1.15125, 1.1512]",2
21,-1,"[6, 7, 5, 7, 6, 7, 5, 7, 5]","[-1, 0, 0, 1, -1, 0, 0, 0]","[1.153, 1.15295, 1.1529, 1.15295, 1.153, 1.15295, 1.1529, 1.15295, 1.1529]",0
8,4,"[5, 4, 9, 4, 9, 4, 5, 7, 5]","[-1, 0, -1, 1, 0, 1, 0, 0]","[1.1512, 1.15115, 1.1511, 1.15105, 1.1511, 1.15115, 1.1512, 1.15125, 1.1512]",0
8,-1,"[3, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 0, 0, 0, 0, 0, 0, 0]","[1.1513, 1.15125, 1.1512, 1.15125, 1.1512, 1.15125, 1.1512, 1.15125, 1.1512]",1
9,3,"[7, 4, 2, 4, 7, 9, 5, 7, 5]","[-1, 0, 0, 1, 0, 1, 0, 0]","[1.1496, 1.14955, 1.1495, 1.14955, 1.1496, 1.14965, 1.1497, 1.14975, 1.1497]",-2
9,2,"[2, 4, 7, 9, 7, 9, 5, 7, 5]","[0, 1, 0, 0, 0, 1, 0, 0]","[1.1495, 1.14955, 1.1496, 1.14965, 1.1496, 1.14965, 1.1497, 1.14975, 1.1497]",-1
13,-1,"[3, 3, 3, 7, 5, 7, 5, 7, 5]","[0, 0, -1, 0, 0, 0, 0, 0]","[1.1466, 1.14665, 1.1466, 1.14655, 1.1465, 1.14655, 1.1465, 1.14655, 1.1465]",1
13,-2,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 0, 0, 1, -1, 1]","[1.1454, 1.14545, 1.1454, 1.14545, 1.1454, 1.14545, 1.1455, 1.14545, 1.1455]",0
13,-3,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 1, -1, 1, -1, 0]","[1.1454, 1.14545, 1.1454, 1.14545, 1.1455, 1.14545, 1.1455, 1.14545, 1.1454]",1
13,-2,"[5, 7, 5, 7, 5, 9, 5, 7, 5]","[-1, 1, -1, 0, -1, 1, 0, 0]","[1.1455, 1.14545, 1.1455, 1.14545, 1.1454, 1.14535, 1.1454, 1.14545, 1.1454]",0
13,24,"[5, 7, 5, 9, 5, 7, 5, 7, 5]","[-1, 0, -1, 1, 0, 0, 0, 0]","[1.1455, 1.14545, 1.1454, 1.14535, 1.1454, 1.14545, 1.1454, 1.14545, 1.1454]",-1
13,-2,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 1, -1, 1, -1, 1, -1, 1]","[1.1454, 1.14545, 1.1455, 1.14545, 1.1455, 1.14545, 1.1455, 1.14545, 1.1455]",1
13,-1,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, -1, 1, -1, 1]","[1.1455, 1.14545, 1.1455, 1.14545, 1.1455, 1.14545, 1.1455, 1.14545, 1.1455]",-1
13,-2,"[5, 7, 5, 7, 5, 3, 5, 7, 5]","[-1, 1, -1, 1, 0, 0, -1, 1]","[1.1455, 1.14545, 1.1455, 1.14545, 1.1455, 1.14555, 1.1455, 1.14545, 1.1455]",0
13,-1,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, -1, 1, -1, 0]","[1.1455, 1.14545, 1.1455, 1.14545, 1.1455, 1.14545, 1.1455, 1.14545, 1.1454]",1
13,-1,"[5, 7, 5, 7, 5, 9, 5, 7, 5]","[-1, 1, -1, 0, -1, 1, 0, 0]","[1.1455, 1.14545, 1.1455, 1.14545, 1.1454, 1.14535, 1.1454, 1.14545, 1.1454]",1
13,-1,"[5, 9, 5, 9, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, 0, 1, -1, 1]","[1.1454, 1.14535, 1.1454, 1.14535, 1.1454, 1.14545, 1.1455, 1.14545, 1.1455]",-1
13,-1,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, -1, 0, 0, 0]","[1.1455, 1.14545, 1.1455, 1.14545, 1.1455, 1.14545, 1.1454, 1.14545, 1.1454]",0
13,1,"[5, 9, 9, 9, 5, 7, 5, 7, 5]","[-1, 0, 0, 1, 0, 1, -1, 0]","[1.1454, 1.14535, 1.1453, 1.14535, 1.1454, 1.14545, 1.1455, 1.14545, 1.1454]",1
13,-3,"[8, 6, 8, 1, 1, 3, 5, 7, 5]","[0, 0, -1, 0, -1, 0, -1, 0]","[1.1457, 1.14575, 1.1457, 1.14565, 1.1456, 1.14555, 1.1455, 1.14545, 1.1454]",2
13,-1,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[0, 0, 0, 0, 0, 1, -1, 0]","[1.1454, 1.14545, 1.1454, 1.14545, 1.1454, 1.14545, 1.1455, 1.14545, 1.1454]",0
13,-1,"[5, 7, 5, 3, 5, 7, 5, 7, 5]","[-1, 1, 0, 0, -1, 1, -1, 1]","[1.1455, 1.14545, 1.1455, 1.14555, 1.1455, 1.14545, 1.1455, 1.14545, 1.1455]",-1
13,-1,"[5, 7, 5, 7, 5, 7, 5, 7, 5]","[-1, 1, -1, 1, -1, 0, 0, 0]","[1.1455, 1.14545, 1.1455, 1.14545, 1.1455, 1.14545, 1.1454, 1.14545, 1.1454]",1
